"IMDBID";"Title";"Genre";"Year";"URL";"Audience_Rating";"Critic_Rating";"Budget_In_Millions";"User_Review";"Polarity"
"tt0251114";"Hart's War";"Drama, War";2002;"https://m.media-amazon.com/images/M/MV5BMTYzMDg5ODQ1OF5BMl5BanBnXkFtZTYwMjc2Nzc5._V1_SX300.jpg";6.3;4.9;70.0;"It's all Colin Farrell - you see him, hear his voice, from beginning to end";"Negative"
"tt0251127";"How to Lose a Guy in 10 Days";"Comedy, Romance";2003;"https://m.media-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg";6.4;4.5;50.0;"Great romantic comedy, the best I've seen in a while!";"Positive"
"tt0251160";"John Q";"Crime, Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMTcxNTQ1MzAyOF5BMl5BanBnXkFtZTYwNDg0ODk4._V1_SX300.jpg";7.1;3.0;36.0;"John Q. is solid.";"Positive"
"tt0251777";"Km. 0 - Kilometer Zero";"Comedy, Drama, Romance";2000;"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NzY2ODQ1OV5BMl5BanBnXkFtZTcwMzIyNzQyMQ@@._V1_SX300.jpg";7.2;5.1;0.0;"A Delightful Romp!";"Positive"
"tt0252028";"Surviving Christmas";"Comedy, Romance";2004;"https://m.media-amazon.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1_SX300.jpg";5.4;1.9;45.0;"rich man  rents a family to spend Christmas with";"Positive"
"tt0252076";"Maid in Manhattan";"Comedy, Drama, Romance";2002;"https://m.media-amazon.com/images/M/MV5BMTczODg2ODI2M15BMl5BanBnXkFtZTYwODIxMDg5._V1_SX300.jpg";5.2;4.5;55.0;"Dear Ralph, Natasha, and Bob - WHY?????";"Positive"
"tt0252501";"Hearts in Atlantis";"Drama, Mystery";2001;"https://m.media-amazon.com/images/M/MV5BNjFjNWNmYWUtZTFlMi00ZDcxLWJkY2MtNjMwYmM0OTc5OTM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.9;5.5;31.0;"A movie that made me remember";"Negative"
"tt0252503";"Heist";"Action, Crime, Drama, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BZDBiNTNlZTMtZjlmNC00ZGI0LWI2YjctODA4MzNlYjEyNzQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg";6.5;6.6;39.0;"Good dialogue  but the plot is a little tired";"Negative"
"tt0252866";"American Pie 2";"Comedy";2001;"https://m.media-amazon.com/images/M/MV5BOTEyYjhiMjYtNjU3YS00NmQ4LTlhNTEtYTczNWY3MGJmNzE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.4;4.3;30.0;"one pie too much";"Negative"
"tt0253474";"The Pianist";"Biography, Drama, Music, War";2003;"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg";8.5;8.5;35.0;"Stoic, haunting tale of survival";"Negative"
"tt0253556";"Reign of Fire";"Action, Adventure, Fantasy, Sci-Fi, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BZTU1ZGE0NmUtZWZjYS00YTI2LTkyMDItNGJlNDM3NjhkMDEwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg";6.2;3.9;60.0;"An interesting step for science fiction";"Positive"
"tt0253754";"Star Trek: Nemesis";"Action, Adventure, Sci-Fi, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMjAxNjY2NDY3NF5BMl5BanBnXkFtZTcwMjA0MTEzMw@@._V1_SX300.jpg";6.4;5.1;60.0;"I never thought I'd say I liked a Star Trek Film";"Positive"
"tt0253798";"Out Cold";"Comedy, Sport";2001;"https://m.media-amazon.com/images/M/MV5BMjA4NTczOTE2OF5BMl5BanBnXkFtZTcwNzcyNTQyMQ@@._V1_SX300.jpg";6.3;2.2;24.0;"Fun Movie To Watch Actually";"Positive"
"tt0253867";"The Sweetest Thing";"Comedy, Romance";2002;"https://m.media-amazon.com/images/M/MV5BNDIyZTkwOGEtYTFlNC00MTU4LWIyNGItYjBlYmFhNDRmYzcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.1;3.2;43.0;"Great movie with some hilarious quips";"Positive"
"tt0254199";"CQ";"Drama, Comedy, Sci-Fi";2002;"https://m.media-amazon.com/images/M/MV5BMjIyMzcyNDE4MV5BMl5BanBnXkFtZTcwMDgwNTIzNA@@._V1_SX300.jpg";6.3;5.6;7.0;"Modest debut for Francis Ford Coppola's son Roman";"Negative"
"tt0255798";"The Animal";"Comedy, Sci-Fi";2001;"https://m.media-amazon.com/images/M/MV5BMjE1OTExNTEzMV5BMl5BanBnXkFtZTYwNDQ3MDk2._V1_SX300.jpg";4.8;4.3;47.0;"Enjoyable!";"Positive"
"tt0255819";"Baby Boy";"Crime, Drama, Romance, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BOTc4MTJmMzYtYTg4Yy00YTE3LWI5MGQtYTcxYWU2MmIxY2U3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.4;5.5;16.0;"Singleton does not disappoint...";"Negative"
"tt0256380";"Shallow Hal";"Comedy, Drama, Fantasy, Romance";2001;"https://m.media-amazon.com/images/M/MV5BMTcwMzY2NDE0NF5BMl5BanBnXkFtZTYwNjg2Njc2._V1_SX300.jpg";5.9;4.8;40.0;"Pretty Funny Film With A Good Message";"Positive"
"tt0256415";"Sweet Home Alabama";"Comedy, Romance";2002;"https://m.media-amazon.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_SX300.jpg";6.2;4.5;38.0;"A great story of discovering ones self and realizing true love.";"Positive"
"tt0257044";"Road to Perdition";"Crime, Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg";7.7;7.2;80.0;"Despite what you may have heard, it's an awesome movie";"Positive"
"tt0257076";"S.W.A.T.";"Action, Adventure, Crime, Thriller";2003;"https://m.media-amazon.com/images/M/MV5BNmIxYTVmMDEtNWU5NS00MWJhLWJjNmQtNjkxNWI3NmY4MzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.0;4.5;80.0;"A better title might be So-WAT?";"Positive"
"tt0257106";"Scary Movie 2";"Comedy";2001;"https://m.media-amazon.com/images/M/MV5BMzQxYjU1OTUtYjRiOC00NDg2LWI4MWUtZGU5YzdkYTcwNTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.3;2.9;45.0;"Chris Elliot is the only reason to see this film";"Negative"
"tt0257360";"About Schmidt";"Comedy, Drama";2003;"https://m.media-amazon.com/images/M/MV5BMTYxOTAyNjEzNV5BMl5BanBnXkFtZTcwMTAxMDAwMQ@@._V1_SX300.jpg";7.2;8.5;30.0;"Alienated from life";"Negative"
"tt0257516";"Cursed";"Comedy, Horror";2005;"https://m.media-amazon.com/images/M/MV5BMzk3MzI2MjI2NV5BMl5BanBnXkFtZTgwMjU3NTgwMzE@._V1_SX300.jpg";5.0;3.1;38.0;"""Cursed"" or is it ""Charmed""...?? Yikes";"Negative"
"tt0257568";"Kangaroo Jack";"Action, Adventure, Comedy, Crime, Family";2003;"https://m.media-amazon.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1_SX300.jpg";4.4;1.6;60.0;"Silly and Funny..But Very Well Put Together..";"Positive"
"tt0257756";"High Crimes";"Crime, Drama, Mystery, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMTM3MDkyNDMyMV5BMl5BanBnXkFtZTYwMDI3Nzc3._V1_SX300.jpg";6.3;4.8;42.0;"Ultimately unfulfilling";"Negative"
"tt0258000";"Panic Room";"Crime, Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg";6.8;6.5;48.0;"Simple Tight Movie";"Negative"
"tt0258038";"Pootie Tang";"Action, Adventure, Comedy, Musical";2001;"https://m.media-amazon.com/images/M/MV5BMWY2ZGU3ZDAtN2NhMy00NjRjLWE5ZDgtZTRlM2QxMTBjZWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.2;3.1;7.0;"Sa da tay! Pootie Tang is OK";"Positive"
"tt0258463";"The Bourne Identity";"Action, Mystery, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg";7.9;6.8;60.0;"One of the best spy films around";"Positive"
"tt0258470";"Bubble Boy";"Adventure, Comedy, Romance, Sci-Fi";2001;"https://m.media-amazon.com/images/M/MV5BMTUwYjczNmItYzczNS00MDQwLTkxNDctN2MwYzI5YzhmNGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.6;4.1;13.0;"Taken WAY too seriously";"Negative"
"tt0259288";"Dragonfly";"Drama, Fantasy, Mystery, Romance, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BNjNhYWZjN2EtNTI5ZC00ZjE5LTgwMDYtOGZmNmM3MDBjZGZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.1;2.5;60.0;"A Good Thriller.";"Positive"
"tt0259324";"Ghost Rider";"Action, Adventure, Fantasy, Horror, Thriller";2007;"https://m.media-amazon.com/images/M/MV5BMzIyNDE5ODI1OV5BMl5BanBnXkFtZTcwNTIyNDE0MQ@@._V1_SX300.jpg";5.2;3.5;110.0;"A Ride Trough Great Action and Fun!";"Positive"
"tt0259446";"My Big Fat Greek Wedding";"Comedy, Drama, Romance";2002;"https://m.media-amazon.com/images/M/MV5BNzcwOWU4NGEtYjUyMy00MDNlLThiN2MtYzFlMjk4Y2FhNjlmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg";6.6;6.2;5.0;"A charming although formulaic romantic comedy";"Positive"
"tt0259711";"Vanilla Sky";"Fantasy, Mystery, Romance, Sci-Fi, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BYzFlMTJjYzUtMWFjYy00NjkyLTg1Y2EtYmZkMjdlOGQ1ZGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.9;4.5;68.0;"Frightening, sad, touching and so underrated";"Negative"
"tt0259974";"Digimon: The Movie";"Animation, Action, Adventure, Family, Sci-Fi";2000;"https://m.media-amazon.com/images/M/MV5BMjE2NTAyMjUxMl5BMl5BanBnXkFtZTYwOTAwODQ3._V1_SX300.jpg";6.0;2.0;5.0;"One of the best!";"Positive"
"tt0260866";"Don't Say a Word";"Drama, Mystery, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BNzM1OThlODItMTI5NC00ZDE1LWE4MzQtOTJiNDQ5NDAxZTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.3;3.8;50.0;"Decent Kidnap Story Worth One Look";"Positive"
"tt0261289";"Serving Sara";"Comedy, Romance";2002;"https://m.media-amazon.com/images/M/MV5BNDJkN2MyMjUtMjJhNi00Mzc1LTkzYzUtNWI5NGQzZGIwOWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.3;1.8;29.0;"Not Such a Bad Comedy";"Positive"
"tt0261392";"Jay and Silent Bob Strike Back";"Comedy";2001;"https://m.media-amazon.com/images/M/MV5BY2EyYWEwZmQtZWU0Yy00M2Y3LThiZTktOTQxZDUxY2ZjOTYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.9;5.1;22.0;"Smith scores despite a different audience focus.";"Negative"
"tt0263488";"Jeepers Creepers";"Horror, Mystery";2001;"https://m.media-amazon.com/images/M/MV5BMTkwNDU0NTE0OV5BMl5BanBnXkFtZTgwNzAzNzQyMTI@._V1_SX300.jpg";6.2;4.9;10.0;"Tense";"Negative"
"tt0263671";"Love the Hard Way";"Drama, Crime, Romance";2003;"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzOTU0OTUzMl5BMl5BanBnXkFtZTcwNDM3MTAwMQ@@._V1_SX300.jpg";6.4;4.2;0.0;"A bit more than a footnote to The Pianist, but only just";"Negative"
"tt0263728";"Megiddo: The Omega Code 2";"Action, Adventure, Fantasy";2001;"https://m.media-amazon.com/images/M/MV5BMTU1OTExNzU5MF5BMl5BanBnXkFtZTcwMTY2NjkxMQ@@._V1_SX300.jpg";4.1;3.5;22.0;"Pretty good for a movie trying to sell prophecy to the mainstream audience...";"Positive"
"tt0263757";"Uptown Girls";"Comedy, Drama, Romance";2003;"https://m.media-amazon.com/images/M/MV5BODk0ODI2MTk1N15BMl5BanBnXkFtZTcwODg3Mjg3NA@@._V1_SX300.jpg";6.1;3.3;20.0;"Dismiss those other comments";"Negative"
"tt0264150";"View from the Top";"Comedy, Romance";2003;"https://m.media-amazon.com/images/M/MV5BMTg2MTk2MzkxNF5BMl5BanBnXkFtZTYwNjg0NTk5._V1_SX300.jpg";5.2;2.7;30.0;"Hard to criticize...";"Negative"
"tt0264395";"Basic";"Action, Crime, Drama, Mystery, Thriller";2003;"https://m.media-amazon.com/images/M/MV5BOGFjMTZmMWYtOGRlNS00YWU5LWI4MjMtY2QzZDk4YzY4OWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.5;3.4;50.0;"Not a tight enough film to handle all the twists it wants to do";"Negative"
"tt0264464";"Catch Me If You Can";"Biography, Crime, Drama";2002;"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg";8.1;7.5;52.0;"Very good film has those Spielberg edges!";"Positive"
"tt0264472";"Changing Lanes";"Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BYjNiMGEwZTAtNDc4Yy00MjcwLWE4ODktNzdkNGEwY2Q0NWIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.5;6.9;45.0;"Anything You Can Do I Can Do Better, I Can Do Anything Better Than You.";"Positive"
"tt0264616";"Frailty";"Crime, Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMTIxNTE2MTY1Ml5BMl5BanBnXkFtZTYwODYyMTc2._V1_SX300.jpg";7.3;6.4;11.0;"Not your typical God fearing man.";"Negative"
"tt0264796";"Life as a House";"Drama";2001;"https://m.media-amazon.com/images/M/MV5BMWVlYTVmZWYtYmVjZi00MDU3LWE2ZTYtMGE4NTAyM2RiNDFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";7.5;4.5;27.0;"Excellent";"Positive"
"tt0264935";"Murder by Numbers";"Crime, Mystery, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_SX300.jpg";6.1;5.0;50.0;"Pretty Cliche, and the kids get all the good scenes";"Positive"
"tt0265029";"America's Sweethearts";"Comedy, Romance";2001;"https://m.media-amazon.com/images/M/MV5BYzNkY2E5MTgtYTE4NC00MjVhLWE5NzEtMjRjZjdiM2ZlOGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.7;4.4;46.0;"very poor romantic comedy";"Positive"
"tt0265086";"Black Hawk Down";"Drama, History, War";2002;"https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg";7.7;7.4;92.0;"We were soldiers AND made a great film...";"Positive"
"tt0265087";"Black Knight";"Adventure, Comedy, Fantasy";2001;"https://m.media-amazon.com/images/M/MV5BZjcyZmUxMzEtZjdlZS00NTM5LWJjZTUtOTU5MzgyMTFjNjQyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg";4.8;3.2;50.0;"stupid movie!";"Negative"
"tt0265208";"The Girl Next Door";"Comedy, Drama, Romance";2004;"https://m.media-amazon.com/images/M/MV5BMTQ0ODIyMzE1N15BMl5BanBnXkFtZTcwODEwODczMw@@._V1_SX300.jpg";6.7;4.7;25.0;"Engaging Homage to 80's Teen Flicks...";"Positive"
"tt0265298";"Big Fat Liar";"Adventure, Comedy, Family";2002;"https://m.media-amazon.com/images/M/MV5BNmEyNGFmODYtZjhjNC00NGViLTllMjQtYWYyZmQ1OGEzMzRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.4;3.6;15.0;"A Harmless Fun Little Movie";"Positive"
"tt0265349";"The Mothman Prophecies";"Drama, Horror, Mystery, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.5;5.2;32.0;"About as eerie as it gets";"Negative"
"tt0265459";"One Hour Photo";"Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BYWVkMjAzY2QtZTA4Yi00OWZmLTliMzctZTkyODU4NTc3MmRjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.8;6.4;12.0;"Above average stalker flick that avoids some of the clichés";"Negative"
"tt0265591";"Pumpkin";"Comedy, Drama, Romance, Sport";2004;"https://m.media-amazon.com/images/M/MV5BMTg2MDA3MTk1MV5BMl5BanBnXkFtZTcwMzIwMTU2NA@@._V1_SX300.jpg";6.2;4.6;0.0;"Somewhere between a 1 and a 10.";"Negative"
"tt0265632";"Recess: School's Out";"Animation, Comedy, Family, Mystery, Sci-Fi";2001;"https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.6;4.3;23.0;"A film about 6 school friends who are trying to save their school from bad guys.";"Positive"
"tt0265662";"The Rookie";"Drama, Family, Sport";2002;"https://m.media-amazon.com/images/M/MV5BNDYyODhiNmQtYzI2Ni00NDRjLWIwYzYtN2M5MjM4YTYwNzM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";7.0;7.2;20.0;"Very good, and true, too...";"Positive"
"tt0265666";"The Royal Tenenbaums";"Comedy, Drama";2002;"https://m.media-amazon.com/images/M/MV5BYmUzODQ5MGItZTZlNy00MDBhLWIxMmItMjg4Y2QyNDFlMWQ2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg";7.6;7.6;21.0;"Easily one of the best films of recent years.";"Positive"
"tt0265808";"Stealing Harvard";"Comedy, Crime";2002;"https://m.media-amazon.com/images/M/MV5BMjZhMGIyNGMtN2NmYy00OTBhLWE3NWQtMGQ3ZmNmZGUwMDg1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.1;2.5;25.0;"Not too bad.";"Positive"
"tt0266452";"Death to Smoochy";"Comedy, Crime, Drama, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BNzlmZTQ1YzUtOGZjMi00YmVhLTg0ZDQtMmUyMjVlZDZhOTIwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg";6.4;3.8;55.0;"Sick...demented...hilarious!!!!!";"Negative"
"tt0266465";"A Man Apart";"Action, Crime, Drama, Thriller";2003;"https://m.media-amazon.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg";6.1;3.6;36.0;"A Man Apart doesn't set itself apart from other vigilante movies";"Negative"
"tt0266489";"Duplex";"Comedy";2003;"https://m.media-amazon.com/images/M/MV5BODAzNmI0MTYtMzZlNi00Yjk5LThhMjItOTFkMDRhNjdhYjUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.9;5.0;40.0;"Nice Little Comedy";"Positive"
"tt0266543";"Finding Nemo";"Animation, Adventure, Comedy, Family";2003;"https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_SX300.jpg";8.1;9.0;94.0;"Swimming with Sharks is a Whale of a Time";"Negative"
"tt0266747";"Marci X";"Comedy, Music";2003;"https://m.media-amazon.com/images/M/MV5BMTc0MzA1ODg0M15BMl5BanBnXkFtZTYwNzUwNTM3._V1_SX300.jpg";2.8;2.0;20.0;"A travesty--and very painful to watch";"Negative"
"tt0266915";"Rush Hour 2";"Action, Comedy, Crime, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BODhlNGJjMWQtZGMyYS00MzJhLWJhZGMtY2NlNDI5Nzg5NTU2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg";6.6;4.8;90.0;"I've seen it 4 times, and it still makes me laugh!";"Positive"
"tt0266987";"Spy Game";"Action, Crime, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BNjNhOGZkNzktMGU3NC00ODk2LWE4NjctZTliN2JjZTQxZmIxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg";7.1;6.3;115.0;"In response to the negative reviews";"Negative"
"tt0267248";"Abandon";"Drama, Music, Mystery, Romance, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BMTI3OTg4MTk2NF5BMl5BanBnXkFtZTYwNDQ0Njc2._V1_SX300.jpg";4.9;3.6;25.0;"i found it mostly non-believable,pointless and confusing";"Negative"
"tt0267626";"K-19: The Widowmaker";"Drama, History, Thriller, War";2002;"https://m.media-amazon.com/images/M/MV5BMWY2YjIwNDAtYjQwOC00YjY5LTk2MDUtMjY4ZDdiMjdlNjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.7;5.8;100.0;"It's frightening how close we came...";"Negative"
"tt0267804";"The One";"Action, Sci-Fi, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BNzY4YmUzMDAtMDYyZS00MTBmLWEzZDAtOGY3MDE2YjJkMGUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.9;2.5;49.0;"""There can be only one..."" Sorry, wrong movie.";"Negative"
"tt0267891";"The Ringer";"Comedy, Sport";2005;"https://m.media-amazon.com/images/M/MV5BMTUzNDQzMTk5OF5BMl5BanBnXkFtZTcwNDY0MjEzMQ@@._V1_SX300.jpg";5.8;4.6;0.0;"Underneath, This Has A Sweet Tone To It";"Positive"
"tt0267913";"Scooby-Doo";"Adventure, Comedy, Family, Fantasy, Mystery";2002;"https://m.media-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_SX300.jpg";5.0;3.5;84.0;"Try as I might I just can't hate it!";"Positive"
"tt0268380";"Ice Age";"Animation, Adventure, Comedy, Family, Fantasy";2002;"https://m.media-amazon.com/images/M/MV5BMmYxZWY2NzgtYzJjZC00MDFmLTgxZTctMjRiYjdjY2FhODg3XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg";7.5;6.0;59.0;"Very nice looking pic!";"Positive"
"tt0268397";"Jimmy Neutron: Boy Genius";"Animation, Action, Adventure, Comedy, Family, Sci-Fi";2001;"https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg";6.0;6.5;30.0;"If you actually like cartoons";"Positive"
"tt0268695";"The Time Machine";"Action, Adventure, Sci-Fi";2002;"https://m.media-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";5.9;4.2;80.0;"How life must have changed for actor Alan Young during forty two years!";"Negative"
"tt0268978";"A Beautiful Mind";"Biography, Drama";2002;"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";8.2;7.2;58.0;"John Nash, schizophrenic genius.";"Negative"
"tt0268995";"The Majestic";"Drama, Romance";2001;"https://m.media-amazon.com/images/M/MV5BOTI2NjkzMTkxM15BMl5BanBnXkFtZTYwMzM2MjA5._V1_SX300.jpg";6.9;2.7;72.0;"Best Carey movie ever";"Positive"
"tt0269095";"City by the Sea";"Crime, Drama, Mystery";2002;"https://m.media-amazon.com/images/M/MV5BMTIwMjc1MzI3MF5BMl5BanBnXkFtZTYwMjUwMjY3._V1_SX300.jpg";6.1;5.0;60.0;"Gritty Drama More Than A Crime Film";"Negative"
"tt0269341";"Two Can Play That Game";"Comedy, Romance";2001;"https://m.media-amazon.com/images/M/MV5BMjAwOTU5MTk2M15BMl5BanBnXkFtZTcwMDY5NDIyMQ@@._V1_SX300.jpg";6.1;3.5;13.0;"ARGH.";"Negative"
"tt0269347";"The Hunted";"Action, Crime, Drama, Thriller";2003;"https://m.media-amazon.com/images/M/MV5BMTI0MjI4ODg2NV5BMl5BanBnXkFtZTcwMzI0NjgyMQ@@._V1_SX300.jpg";6.1;4.0;55.0;"Hey, this is a good movie.";"Positive"
"tt0270707";"The Truth About Charlie";"Mystery, Thriller";2002;"https://m.media-amazon.com/images/M/MV5BNzk5MzA3MGEtN2UzZi00ZDUyLTljYjgtYjM3Yzk0ZWYyNGY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";4.8;5.5;60.0;"All over the map -- it doesn't know what it wants to be";"Negative"
"tt0270980";"My Boss's Daughter";"Comedy, Romance";2003;"https://m.media-amazon.com/images/M/MV5BMjE4MjA0MzQ5OV5BMl5BanBnXkFtZTcwNTY3MDAwMQ@@._V1_SX300.jpg";4.7;0.0;14.0;"Bland, lazy, unimaginative and unfunny with nobody apparently putting a single bit of effort into it";"Negative"
"tt0271027";"Kiss of the Dragon";"Action, Crime, Drama, Thriller";2001;"https://m.media-amazon.com/images/M/MV5BYzM0ZDIxNDYtZDJjMy00NTc5LWIyMTgtMzBhNGRiZTU0ZmRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.6;5.8;25.0;"Average plot, a bit talky but the action is great and it is one of Li's best films outside of Hong Kong thus far";"Positive"
"tt0271211";"Stoked: The Rise and Fall of Gator";"Documentary, Sport";2004;"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MzE4MzU2M15BMl5BanBnXkFtZTcwNDM3NDAwMQ@@._V1_SX300.jpg";7.2;6.9;0.0;"Brilliantly put together. Five stars to Helen Stickler";"Positive"
